Patente;Latitud;Longitud;Tiempogps;Ruta;Velocidad;Ignición
CJRT-41;-33.4021797;-70.5752945;201709120007.06;B71 00I;0.0;SI
MZ-9827;-33.3884087;-70.6205902;201709120007.06;BTS 00I;0.0;SI
CJRF-83;-33.3756218;-70.6470184;201709120007.06;BTS 00I;0.0;SI
BJFG-57;-33.3885498;-70.6223831;201709120007.06;BTS 00I;0.0;SI
ZN-6275;-33.3796196;-70.634407;201709120007.06;T2TS 00I;0.0;SI
MZ-9907;-33.3874741;-70.622139;201709120007.06;BTS 00I;0.0;SI
WA-8084;-33.3794899;-70.6353912;201709120007.07;T2TS 00I;0.0;SI
CJRC-36;-33.3755264;-70.6477203;201709120007.07;B02 00R;0.0;SI
BJFF-13;-33.3796844;-70.6341019;201709120007.07;T208 00R;0.0;SI
MY-8859;-33.3885117;-70.6222534;201709120007.08;BTS 00I;0.0;SI
FLXS-40;-33.4054527;-70.6242065;201709120007.08;F94 00I;0.0;SI
FLXT-89;-33.3963013;-70.5045013;201709120007.08;B52 00I;0.0;SI
FLXJ-70;-33.4076233;-70.557869;201709120007.08;T401 00R;14.82;SI
FLXH-51;-33.3980751;-70.5064697;201709120007.08;T421 00R;33.89;SI
WA-8081;-33.379982;-70.6332703;201709120007.08;T2TS 00I;0.0;SI
CJRR-74;-33.3880081;-70.6220932;201709120007.08;BTS 00I;0.0;SI
BJFG-15;-33.3885803;-70.6223679;201709120007.08;BTS 00I;0.0;SI
CJRC-97;-33.3918648;-70.7627716;201709120007.09;BTS 00I;17.96;SI
BDWL-44;-33.3798523;-70.6365128;201709120007.09;T225 00I;0.0;SI
ZN-6530;-33.3801308;-70.6365356;201709120007.09;T104 00R;0.0;SI
MY-3914;-33.3868904;-70.6010437;201709120007.09;B57 00R;0.0;SI
CJRV-45;-33.4094315;-70.6061554;201709120007.09;T4TS 00I;63.89;SI
MY-3920;-33.3878212;-70.6217194;201709120007.09;BTS 00I;0.0;SI
ZN-6326;-33.3796082;-70.6365051;201709120007.1;T2TS 00I;0.0;SI
CJRD-15;-33.3915405;-70.7633514;201709120007.1;B12 00R;35.93;SI
ZN-5758;-33.4034081;-70.7314301;201709120007.1;T128 00R;11.85;SI
BDWL-39;-33.3800774;-70.6351624;201709120007.1;T2TS 00I;0.0;SI
CJRF-41;-33.3754387;-70.6473389;201709120007.11;B02 00I;0.0;SI
CJRJ-81;-33.3831787;-70.5497742;201709120007.12;T405 00R;51.86;SI
WC-2772;-33.3798294;-70.6332169;201709120007.12;T2TS 00I;3.89;SI
CJRX-12;-33.394455;-70.5457687;201709120007.12;T406 00I;7.96;SI
CJRC-69;-33.3919258;-70.7626038;201709120007.12;BTS 00I;40.93;SI
BJFG-27;-33.3885918;-70.6222687;201709120007.13;BTS 00I;0.0;SI
CJRK-71;-33.3873978;-70.6225052;201709120007.13;BTS 00I;0.0;SI
CJRY-16;-33.3875771;-70.6220093;201709120007.13;BTS 00I;0.0;SI
FLXB-32;-33.3756599;-70.6473999;201709120007.13;BTS 00I;0.0;SI
CJRJ-59;-33.384407;-70.5531006;201709120007.14;T405 00R;15.93;SI
CJRT-42;-33.3875084;-70.6222382;201709120007.14;BTS 00I;0.0;SI
WB-1022;-33.3796539;-70.6340714;201709120007.14;;0.0;SI
BFKB-51;-33.3883018;-70.6206589;201709120007.14;BTS 00I;0.0;SI
BJFF-26;-33.3796234;-70.6341782;201709120007.14;T2TS 00I;0.0;SI
MY-3918;-33.3870468;-70.6009979;201709120007.14;B57 00R;0.0;SI
MZ-9900;-33.3883247;-70.6206818;201709120007.15;BTS 00I;0.0;SI
CJRX-27;-33.3860741;-70.5947418;201709120007.15;BTS 00I;59.82;SI
CJRS-34;-33.4101105;-70.5719528;201709120007.15;T426 00I;28.89;SI
CJRS-27;-33.3879585;-70.6221313;201709120007.15;BTS 00I;0.0;SI
MX-4326;-33.3885498;-70.6204147;201709120007.15;B22 00R;0.0;SI
CJRF-38;-33.3771973;-70.6539688;201709120007.15;BTS 00I;27.97;SI
CJRC-67;-33.3755302;-70.6473618;201709120007.16;B01 00I;0.0;SI
MY-8862;-33.3876648;-70.6218567;201709120007.17;BTS 00I;0.0;SI
BDXS-72;-33.3868904;-70.6010742;201709120007.17;BTS 00I;0.0;SI
FZJS-98;-33.3877831;-70.6226273;201709120007.18;BTS 00I;0.0;SI
BJFF-74;-33.3792839;-70.6376877;201709120007.18;T2TS 00I;27.97;SI
CJRR-23;-33.3876724;-70.6218567;201709120007.18;BTS 00I;0.0;SI
WA-8050;-33.3793907;-70.6349869;201709120007.18;T206 E0 00R;0.0;SI
CJRG-97;-33.3829956;-70.6404114;201709120007.19;BTS 00I;3.89;SI
CJRR-87;-33.3875542;-70.6220703;201709120007.19;BTS 00I;0.0;SI
CJRB-89;-33.394825;-70.7600327;201709120007.19;BTS 00I;0.0;SI
CJRS-10;-33.3876534;-70.6226044;201709120007.21;BTS 00I;0.0;SI
FZJL-65;-33.387455;-70.6222687;201709120007.21;BTS 00I;0.0;SI
FLXS-41;-33.4052505;-70.6243668;201709120007.21;F94 00I;0.0;SI
FLXR-95;-33.3877144;-70.6217422;201709120007.21;BTS 00I;0.0;SI
WB-1047;-33.3795776;-70.6374435;201709120007.21;T208 00R;0.0;SI
BFKB-29;-33.3883057;-70.6221085;201709120007.21;BTS 00I;0.0;SI
ZN-6599;-33.3800735;-70.6337128;201709120007.22;T2TS 00I;0.0;SI
ZN-6024;-33.3803215;-70.6366272;201709120007.22;T101 00I;0.0;SI
CJRG-18;-33.3803101;-70.6365051;201709120007.22;T116 00R;0.0;SI
MY-3919;-33.3913383;-70.6216812;201709120007.22;B57 00R;0.0;SI
CJRC-89;-33.3942566;-70.7593765;201709120007.23;B03 00R;0.0;SI
FLXS-58;-33.4052849;-70.6240616;201709120007.23;F52 00I;0.0;SI
ZN-6009;-33.4033165;-70.7318192;201709120007.23;T120 00R;0.0;SI
MX-4324;-33.3883171;-70.6221695;201709120007.23;BTS 00I;0.0;SI
FLXS-42;-33.4057121;-70.6237946;201709120007.23;F94 00R;0.0;SI
BJFG-48;-33.3884201;-70.6207733;201709120007.23;BTS 00I;0.0;SI
CJRS-54;-33.4104576;-70.5733414;201709120007.24;T406 00R;46.86;SI
FLXB-59;-33.3753586;-70.6476288;201709120007.24;BTS 00I;0.0;SI
BJFG-46;-33.3886604;-70.6221161;201709120007.25;BTS 00I;0.0;SI
CJRH-88;-33.3833351;-70.550209;201709120007.25;T405 00R;43.89;SI
ZB-6717;-33.3801994;-70.6377335;201709120007.25;T101 00I;0.0;SI
BBZV-77;-33.388485;-70.6204605;201709120007.25;BTS 00I;0.0;SI
CJRY-14;-33.3883362;-70.6208725;201709120007.25;BTS 00I;0.0;SI
CRBJ-36;-33.3881378;-70.6223831;201709120007.26;BTS 00I;0.0;SI
ZB-6988;-33.4035034;-70.7314148;201709120007.26;T101 C0 00R;0.0;SI
FLXR-96;-33.4104767;-70.5733414;201709120007.26;B52 00I;58.89;SI
FLXC-26;-33.4102707;-70.5726776;201709120007.27;T426 00R;48.89;SI
CJRY-23;-33.3886871;-70.6220627;201709120007.27;BTS 00I;0.0;SI
WA-8073;-33.3803062;-70.6333618;201709120007.27;T208 00R;0.0;SI
FLXB-52;-33.3802986;-70.6470718;201709120007.28;BTS 00I;0.0;SI
BFKB-46;-33.379158;-70.6370697;201709120007.28;T2TS 00I;0.0;SI
CJRK-45;-33.3956108;-70.5892563;201709120007.28;BTS 00I;66.86;SI
CJRB-84;-33.3808403;-70.6371078;201709120007.28;B05 00I;23.89;SI
ZU-6001;-33.3802299;-70.6339645;201709120007.28;T208 00R;0.0;SI
CJJW-60;-33.3874435;-70.6221237;201709120007.28;BTS 00I;0.0;SI
FZJL-67;-33.4013901;-70.5094681;201709120007.29;B52 00R;0.0;SI
CJRY-29;-33.3885307;-70.6205139;201709120007.29;BTS 00I;0.0;SI
ZU-6511;-33.4033813;-70.7317886;201709120007.29;T110 00R;0.0;SI
CJRJ-50;-33.4059563;-70.5983963;201709120007.29;T405 00R;18.89;SI
ZN-3994;-33.4028778;-70.7319717;201709120007.29;T1TS 00I;0.0;SI
CJRK-35;-33.3879585;-70.6216888;201709120007.29;BTS 00I;0.0;SI
CRYL-60;-33.3913841;-70.54216;201709120007.29;B51 00R;47.97;SI
ZN-6220;-33.4035034;-70.7311096;201709120007.3;T120 00I;0.0;SI
CJRC-99;-33.3927078;-70.761528;201709120007.3;BTS 00I;24.82;SI
MZ-8072;-33.387516;-70.6225662;201709120007.3;BTS 00I;0.0;SI
FZJL-71;-33.3920326;-70.6070633;201709120007.3;BTS 00I;42.97;SI
CRXW-96;-33.3885422;-70.6218643;201709120007.3;BTS 00I;0.0;SI
BDWL-40;-33.3798904;-70.6350174;201709120007.31;T225 00I;0.0;SI
CJRR-86;-33.3885117;-70.6224747;201709120007.31;BTS 00I;0.0;SI
CRCB-14;-33.3875847;-70.6218872;201709120007.32;B14 00R;0.0;SI
MZ-9824;-33.3875618;-70.6219025;201709120007.32;BTS 00I;0.0;SI
BFKB-44;-33.3798943;-70.6342087;201709120007.32;T2TS 00I;0.0;SI
FZJL-70;-33.3875465;-70.6218414;201709120007.32;BTS 00I;0.0;SI
BJFG-20;-33.3883324;-70.6200714;201709120007.33;BTS 00I;0.0;SI
FLXB-68;-33.3802605;-70.6471634;201709120007.33;BTS 00I;0.0;SI
FZJL-54;-33.387928;-70.6222229;201709120007.33;BTS 00I;0.0;SI
CJRT-71;-33.4012947;-70.586937;201709120007.33;BTS 00I;58.89;SI
MZ-9906;-33.4005699;-70.6011581;201709120007.33;B53 00R;0.0;SI
CJRS-13;-33.4101982;-70.5721817;201709120007.34;B71 00R;24.82;SI
CJRR-10;-33.3874054;-70.6223221;201709120007.34;BTS 00I;5.93;SI
BJFV-65;-33.3800888;-70.6369324;201709120007.35;T107 00R;0.0;SI
FLXS-50;-33.4056435;-70.6236877;201709120007.35;F52 00I;0.0;SI
CJRK-81;-33.3876266;-70.6218872;201709120007.35;BTS 00I;0.0;SI
BFKB-37;-33.3800049;-70.6331787;201709120007.35;T2TS 00I;0.0;SI
FLXJ-80;-33.3992119;-70.5319595;201709120007.35;T421 00R;49.82;SI
CJRT-41;-33.4029427;-70.5771332;201709120007.36;B71 00I;54.82;SI
CRXZ-75;-33.3877144;-70.6221695;201709120007.36;BTS 00I;0.0;SI
MZ-9827;-33.3884087;-70.6205902;201709120007.36;BTS 00I;0.0;SI
MZ-9907;-33.3875313;-70.6220322;201709120007.36;BTS 00I;0.0;SI
ZN-6275;-33.3796196;-70.634407;201709120007.36;T2TS 00I;0.0;SI
BJFG-57;-33.3885498;-70.6223831;201709120007.36;BTS 00I;0.0;SI
BJFF-13;-33.3796844;-70.6341019;201709120007.37;T208 00R;0.0;SI
CJRF-83;-33.3756218;-70.6470184;201709120007.37;BTS 00I;0.0;SI
CJRR-74;-33.3880081;-70.6220932;201709120007.37;BTS 00I;0.0;SI
WA-8084;-33.3794899;-70.6353912;201709120007.37;T2TS 00I;0.0;SI
CJRC-36;-33.3755264;-70.6477203;201709120007.37;B02 00R;0.0;SI
FLXT-89;-33.3963013;-70.5045013;201709120007.38;B52 00I;0.0;SI
BJFG-15;-33.3885803;-70.6223679;201709120007.38;BTS 00I;0.0;SI
FLXS-40;-33.4054375;-70.6242065;201709120007.38;F94 00I;0.0;SI
WA-8081;-33.379982;-70.6332703;201709120007.38;T2TS 00I;0.0;SI
FLXJ-70;-33.4075737;-70.5586243;201709120007.38;T401 00R;28.89;SI
MY-8859;-33.3885117;-70.6222534;201709120007.38;BTS 00I;0.0;SI
FLXH-51;-33.3961411;-70.5059891;201709120007.38;T421 00R;7.96;SI
BDWL-44;-33.3798523;-70.6365128;201709120007.39;T225 00I;0.0;SI
MY-3914;-33.3868904;-70.6010437;201709120007.39;B57 00R;0.0;SI
MY-3920;-33.3878212;-70.6217194;201709120007.39;BTS 00I;0.0;SI
ZN-6530;-33.3801155;-70.6365509;201709120007.39;T104 00R;4.82;SI
CJRC-97;-33.3929367;-70.761261;201709120007.39;BTS 00I;25.93;SI
BDWL-39;-33.3800774;-70.6351624;201709120007.4;T2TS 00I;0.0;SI
ZN-6326;-33.3796082;-70.6365051;201709120007.4;T2TS 00I;0.0;SI
ZN-5758;-33.4031982;-70.7310333;201709120007.4;T128 00R;7.96;SI
CJRD-15;-33.3935776;-70.7603531;201709120007.4;B12 00R;32.97;SI
FLXS-62;-33.4056396;-70.6237946;201709120007.41;F94 00I;0.0;SI
BJFD-16;-33.4032364;-70.731987;201709120007.41;T130 00R;0.0;SI
CJRF-41;-33.3754387;-70.6473389;201709120007.41;B02 00I;0.0;SI
CJRJ-81;-33.3842926;-70.5526886;201709120007.42;T405 00R;43.89;SI
CJRC-69;-33.3938675;-70.7599335;201709120007.42;BTS 00I;20.93;SI
CJRX-12;-33.393528;-70.5445251;201709120007.42;T406 00I;44.82;SI
BJFG-27;-33.3885918;-70.6222687;201709120007.43;BTS 00I;0.0;SI
FLXB-32;-33.3753242;-70.6485062;201709120007.43;BTS 00I;27.97;SI
CJRY-16;-33.3875771;-70.6220093;201709120007.43;BTS 00I;0.0;SI
CJRK-71;-33.3873863;-70.6224136;201709120007.43;BTS 00I;0.0;SI
BJFF-26;-33.3796234;-70.6341782;201709120007.44;T2TS 00I;0.0;SI
BFKB-51;-33.3883018;-70.6206589;201709120007.44;BTS 00I;0.0;SI
CJRT-42;-33.3875084;-70.6222382;201709120007.44;BTS 00I;0.0;SI
MY-3918;-33.3870468;-70.6009979;201709120007.44;B57 00R;0.0;SI
CJRJ-59;-33.3855667;-70.5581818;201709120007.44;T405 00R;88.9;SI
CJRF-38;-33.3763771;-70.6561432;201709120007.45;BTS 00I;22.97;SI
CJRS-27;-33.3879585;-70.6221313;201709120007.45;BTS 00I;0.0;SI
CJRS-34;-33.409481;-70.5696182;201709120007.45;T426 00I;0.0;SI
MZ-9900;-33.3883247;-70.6206818;201709120007.45;BTS 00I;0.0;SI
WB-1022;-33.3796539;-70.6340714;201709120007.45;;0.0;SI
CJRX-27;-33.3887634;-70.598587;201709120007.45;BTS 00I;33.89;SI
MX-4326;-33.3885498;-70.6204147;201709120007.45;B22 00R;0.0;SI
CJRC-67;-33.3755302;-70.6472931;201709120007.46;B01 00I;10.93;SI
MY-8862;-33.3876648;-70.6218567;201709120007.47;BTS 00I;0.0;SI
BDXS-72;-33.3868904;-70.6010742;201709120007.47;BTS 00I;0.0;SI
FZJS-98;-33.3877525;-70.6226196;201709120007.48;BTS 00I;0.0;SI
WA-8050;-33.3793907;-70.6349869;201709120007.48;T206 E0 00R;0.0;SI
BJFF-74;-33.3797302;-70.637352;201709120007.48;T2TS 00I;12.96;SI
CJRR-23;-33.3876724;-70.6218567;201709120007.48;BTS 00I;0.0;SI
CJRB-89;-33.394825;-70.7600327;201709120007.49;BTS 00I;0.0;SI
CJRR-87;-33.3875542;-70.6220703;201709120007.49;BTS 00I;0.0;SI
CJRG-97;-33.3827515;-70.6407776;201709120007.49;BTS 00I;27.97;SI
WB-1047;-33.3795776;-70.6374435;201709120007.51;T208 00R;0.0;SI
CJRS-10;-33.3876419;-70.6225967;201709120007.51;BTS 00I;0.0;SI
FZJL-65;-33.3874931;-70.6221542;201709120007.51;BTS 00I;0.0;SI
FLXR-95;-33.3885918;-70.6220551;201709120007.51;BTS 00I;0.0;SI
FLXS-41;-33.4052505;-70.6243668;201709120007.51;F94 00I;0.0;SI
MY-3919;-33.3913383;-70.6216812;201709120007.52;B57 00R;0.0;SI
ZN-6599;-33.3800735;-70.6337128;201709120007.52;T2TS 00I;0.0;SI
ZN-6024;-33.3803215;-70.6366272;201709120007.52;T101 00I;0.0;SI
CJRG-18;-33.3803101;-70.6365051;201709120007.52;T116 00R;0.0;SI
BFKB-29;-33.3883057;-70.6221085;201709120007.52;BTS 00I;0.0;SI
ZN-6009;-33.4033165;-70.7318192;201709120007.53;T120 00R;0.0;SI
CJRC-89;-33.3942566;-70.7593765;201709120007.53;B03 00R;0.0;SI
FLXS-42;-33.4057121;-70.6237946;201709120007.53;F94 00R;0.0;SI
FLXS-58;-33.4052849;-70.6240616;201709120007.53;F52 00I;0.0;SI
MX-4324;-33.3883171;-70.6221695;201709120007.53;BTS 00I;0.0;SI
BJFG-48;-33.3884201;-70.6207733;201709120007.53;BTS 00I;0.0;SI
FLXB-59;-33.3753586;-70.6476288;201709120007.54;BTS 00I;0.0;SI
CJRY-14;-33.3883286;-70.6208801;201709120007.55;BTS 00I;0.0;SI
CJRH-88;-33.3843079;-70.5528564;201709120007.55;T405 00R;0.0;SI
BJFG-46;-33.3886604;-70.6221161;201709120007.55;BTS 00I;0.0;SI
BBZV-77;-33.388485;-70.6204605;201709120007.55;BTS 00I;0.0;SI
ZB-6717;-33.3801994;-70.6377335;201709120007.55;T101 00I;0.0;SI
ZB-6988;-33.4035034;-70.7314148;201709120007.56;T101 C0 00R;0.0;SI
CRBJ-36;-33.3881378;-70.6223831;201709120007.56;BTS 00I;0.0;SI
CJRY-23;-33.3886871;-70.6220627;201709120007.57;BTS 00I;0.0;SI
WA-8073;-33.3803062;-70.6333618;201709120007.57;T208 00R;0.0;SI
FLXB-52;-33.3807755;-70.6456909;201709120007.58;BTS 00I;19.82;SI
CJRK-45;-33.3921585;-70.5930252;201709120007.58;BTS 00I;65.93;SI
CJJW-60;-33.3874969;-70.6220093;201709120007.58;BTS 00I;0.0;SI
CJRB-84;-33.3813362;-70.6341934;201709120007.58;B05 00I;38.89;SI
BFKB-46;-33.379158;-70.6370697;201709120007.58;T2TS 00I;0.0;SI
CJRJ-50;-33.4066315;-70.5991058;201709120007.59;T405 00R;31.85;SI
FZJL-67;-33.4013901;-70.5094681;201709120007.59;B52 00R;0.0;SI
ZU-6001;-33.3802299;-70.6339645;201709120007.59;T208 00R;0.0;SI
ZU-6511;-33.4033813;-70.7317886;201709120007.59;T110 00R;0.0;SI
ZN-3994;-33.4028778;-70.7319717;201709120007.59;T1TS 00I;0.0;SI
CJRK-35;-33.3879585;-70.6216888;201709120007.59;BTS 00I;0.0;SI
CRYL-60;-33.3921661;-70.5430984;201709120007.59;B51 00R;15.93;SI
CJRY-29;-33.3885307;-70.6205139;201709120007.59;BTS 00I;0.0;SI
CJRC-99;-33.3941154;-70.7598038;201709120008.0;BTS 00I;17.96;SI
FZJL-71;-33.3946342;-70.6094971;201709120008.0;BTS 00I;41.86;SI
CRXW-96;-33.3885422;-70.6218643;201709120008.0;BTS 00I;0.0;SI
MZ-8072;-33.3874016;-70.6224213;201709120008.0;BTS 00I;5.93;SI
ZN-6220;-33.4034767;-70.7310944;201709120008.0;T120 00I;0.0;SI
BDWL-40;-33.3798904;-70.6350174;201709120008.01;T225 00I;0.0;SI
CJRR-86;-33.3885117;-70.6224747;201709120008.01;BTS 00I;0.0;SI
FZJL-70;-33.3875465;-70.6218414;201709120008.02;BTS 00I;0.0;SI
CRCB-14;-33.3875847;-70.6218872;201709120008.02;B14 00R;0.0;SI
MZ-9824;-33.3875618;-70.6219025;201709120008.02;BTS 00I;0.0;SI
BFKB-44;-33.3798943;-70.6342087;201709120008.02;T2TS 00I;0.0;SI
FZJL-54;-33.387928;-70.6222229;201709120008.03;BTS 00I;0.0;SI
FLXB-68;-33.3808098;-70.6455994;201709120008.03;BTS 00I;13.89;SI
MZ-9906;-33.4005699;-70.6011581;201709120008.03;BTS 00I;0.0;SI
CJRT-71;-33.3991051;-70.5875092;201709120008.03;BTS 00I;13.89;SI
BJFG-20;-33.3883324;-70.6200714;201709120008.03;BTS 00I;0.0;SI
CJRR-10;-33.3874817;-70.6222153;201709120008.04;BTS 00I;0.0;SI
CJRS-13;-33.4098167;-70.5707474;201709120008.04;B71 00R;0.0;SI
FLXJ-80;-33.4002876;-70.5325623;201709120008.05;T421 00R;26.85;SI
CJRK-81;-33.3876266;-70.6218872;201709120008.05;BTS 00I;0.0;SI
FLXS-50;-33.4056435;-70.6236877;201709120008.05;F52 00I;0.0;SI
BJFV-65;-33.3800888;-70.6369324;201709120008.05;T107 00R;0.0;SI
BFKB-37;-33.3800049;-70.6331787;201709120008.05;T2TS 00I;0.0;SI
CJRF-83;-33.3756218;-70.6470184;201709120008.06;BTS 00I;0.0;SI
CJRT-41;-33.4047279;-70.5812759;201709120008.06;B71 00I;20.93;SI
CRXZ-75;-33.3877144;-70.6221695;201709120008.06;BTS 00I;0.0;SI
MZ-9827;-33.3884087;-70.6205902;201709120008.06;BTS 00I;0.0;SI
BJFG-57;-33.3885498;-70.6223831;201709120008.06;BTS 00I;0.0;SI
ZN-6275;-33.3796196;-70.634407;201709120008.06;T2TS 00I;0.0;SI
MZ-9907;-33.3875313;-70.6220322;201709120008.06;BTS 00I;0.0;SI
WA-8084;-33.3794899;-70.6353912;201709120008.07;T2TS 00I;0.0;SI
FLXT-89;-33.3960876;-70.505722;201709120008.07;B52 00I;5.93;SI
CJRC-36;-33.3755264;-70.6477203;201709120008.07;B02 00R;0.0;SI
CJRR-74;-33.3880081;-70.6220932;201709120008.07;BTS 00I;0.0;SI
FLXS-40;-33.4054451;-70.6241989;201709120008.08;F94 00I;2.96;SI
MY-8859;-33.3885117;-70.6222534;201709120008.08;BTS 00I;0.0;SI
WA-8081;-33.379982;-70.6332703;201709120008.08;T2TS 00I;0.0;SI
BJFG-15;-33.3885803;-70.6223679;201709120008.08;BTS 00I;0.0;SI
FLXH-51;-33.3957291;-70.5075989;201709120008.08;T421 00R;19.82;SI
FLXJ-70;-33.4073868;-70.5608749;201709120008.08;T401 00R;0.0;SI
BDWL-44;-33.3798523;-70.6365128;201709120008.09;T225 00I;0.0;SI
CJRC-97;-33.3941574;-70.7598495;201709120008.09;BTS 00I;19.82;SI
MY-3920;-33.3878212;-70.6217194;201709120008.09;BTS 00I;0.0;SI
MY-3914;-33.3868904;-70.6010437;201709120008.09;B57 00R;0.0;SI
ZN-6530;-33.3799973;-70.6381607;201709120008.09;T104 00R;17.96;SI
FLXS-33;-33.4056015;-70.6236954;201709120008.09;F52 00I;0.0;SI
ZN-5758;-33.4022522;-70.7316742;201709120008.1;T128 00R;11.85;SI
CJRD-15;-33.39505;-70.760231;201709120008.1;B12 00R;13.89;SI
BDWL-39;-33.3800774;-70.6351624;201709120008.1;T2TS 00I;0.0;SI
